key,kind,report_month,values
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-07,SAVOH/FI4000123096|SAVOS/FI4000123096
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-08,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-09,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-10,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-11,SAVOH/FI4000123096|SAVOHN0115/FI4000170741|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2015-12,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-01,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-02,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,AMAST/SE0005034550|AMAST PREF/SE0005933322
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-03,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,AMAST/SE0005034550|AMAST PREF/SE0005933322
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-04,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,AMAST/SE0005034550|AMAST PREF/SE0005933322
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-05,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,ADDV A/SE0001306119|ADDV B/SE0007464862
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,ALM/SE0000540163|ALM PREF/SE0004109627
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,AMAST/SE0005034550|AMAST PREF/SE0005933322
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-06,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,AMAST/SE0005034550|AMAST PREF/SE0005933322
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-07,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,AMAST/SE0005034550|AMAST PREF/SE0005933322
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-08,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,AMAST/SE0005034550|AMAST PREF/SE0005933322
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,STAR A/SE0007158928|STAR B/SE0005992831
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,CLEAN/FI4000092523|CLEANT A/FI4000092523
GOIL,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,GOIL/SE0005095643|GOIL PREF/SE0005034725
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,NXTMH/FI4000102678|NXTMS/FI4000102678
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-09,SAVOH/FI4000123096|SAVOHN0116/FI4000219100|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,AMAST/SE0005034550|AMAST PREF/SE0005933322
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,STAR A/SE0007158928|STAR B/SE0005992831
TOBIN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,TOBIN/SE0006026985|TOBIN PREF/SE0006117487
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,CLEAN/FI4000092523|CLEANT A/FI4000092523
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,NXTMH/FI4000102678|NXTMS/FI4000102678
PETR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,PETR/SE0005095643|PETR PREF/SE0005034725
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-10,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,AMAST/SE0005034550|AMAST PREF/SE0005933322
CAT,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,CAT A/SE0000188500|CAT B/SE0000188518
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,STAR A/SE0007158928|STAR B/SE0005992831
TOBIN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,TOBIN/SE0006026985|TOBIN PREF/SE0006117487
ZETA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,ZETA/SE0001105511|ZETA PREF/SE0008966048
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,CLEAN/FI4000092523|CLEANT A/FI4000092523
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,NXTMH/FI4000102678|NXTMS/FI4000102678
PETR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,PETR/SE0005095643|PETR PREF/SE0005034725
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-11,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,AMAST/SE0005034550|AMAST PREF/SE0005933322
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,STAR A/SE0007158928|STAR B/SE0005992831
TOBIN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,TOBIN/SE0006026985|TOBIN PREF/SE0006117487
ZETA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,ZETA/SE0001105511|ZETA PREF/SE0008966048
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,CLEAN/FI4000092523|CLEANT A/FI4000092523
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,NXTMH/FI4000102678|NXTMS/FI4000102678
PETR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,PETR/SE0005095643|PETR PREF/SE0005034725
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2016-12,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,AMAST/SE0005034550|AMAST PREF/SE0005933322
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,STAR A/SE0007158928|STAR B/SE0005992831
TOBIN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,TOBIN/SE0006026985|TOBIN PREF/SE0006117487
ZETA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,ZETA/SE0001105511|ZETA PREF/SE0008966048
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,CLEAN/FI4000092523|CLEANT A/FI4000092523
NXTM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,NXTMH/FI4000102678|NXTMS/FI4000102678
PETR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,PETR/SE0005095643|PETR PREF/SE0005034725
SAVOS,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-01,SAVOH/FI4000123096|SAVOS/FI4000123096
ADDV,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,ADDV A/SE0001306119|ADDV B/SE0007464862
AMAST,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,AMAST/SE0005034550|AMAST PREF/SE0005933322
PRIME,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,PRIME/SE0006422309|PRIME PREF B/SE0006422317
STAR,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,STAR A/SE0007158928|STAR B/SE0005992831
TOBIN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,TOBIN/SE0006026985|TOBIN PREF/SE0006117487
ZETA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,ZETA/SE0001105511|ZETA PREF/SE0008966048
AGORA,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,AGORA B/SE0007158456|AGORA PREF/SE0007186283
ALM,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,ALM/SE0000540163|ALM PREF/SE0004109627
CLEAN,ISSUER_MULTIPLE_INSTRUMENT_SAME_MONTH,2017-02,CLEAN/FI4000092523|CLEANT A/FI4000092523
