ticker,name,sector,market_cap_category
SEMC.ST,Semcon AB (publ),Industrials,Micro Cap
SENS.ST,Sensys Gatso Group AB (publ),Industrials,Micro Cap
SENZA.ST,SenzaGen AB,Health Care,Nano Cap
SERT.ST,Serstech AB,Materials,Nano Cap
SES.ST,Scandinavian Enviro Systems AB,Industrials,Micro Cap
SEYE.ST,Smart Eye AB,Information Technology,Small Cap
SEZI.ST,Senzime AB (publ),Health Care,Micro Cap
SF.ST,Stillfront Group AB,Communication Services,Mid Cap
SFAB.ST,Solid Forsakringsaktiebolag,Financials,Small Cap
SFAST.ST,Stenhus Fastigheter i Norden AB (publ),Real Estate,Micro Cap
SFL.ST,Safello Group AB,Financials,Nano Cap
SFTR.ST,Safeture AB (publ),Information Technology,Nano Cap
SGG.ST,Sensys Gatso Group AB,Information Technology,Small Cap
SHB-A.ST,Svenska Handelsbanken AB (publ),Financials,Large Cap
SHB-B.ST,Svenska Handelsbanken AB (publ),Financials,Large Cap
SHOT.ST,Scandic Hotels Group AB,Consumer Discretionary,Small Cap
SIBEK.ST,Sibek AB,Industrials,Small Cap
SIGN-B.ST,Signatur Fastigheter AB (publ),Real Estate,Micro Cap
SILEX.ST,Silex Microsystems AB,Information Technology,Large Cap
SIMRIS-B.ST,Simris Alg AB (publ),Health Care,Nano Cap
SINCH.ST,Sinch AB (publ),Communication Services,Large Cap
SINT.ST,SinterCast AB (publ),Industrials,Micro Cap
SIVE.ST,Sivers Semiconductors AB,Information Technology,Small Cap
SIVI.ST,Siljansvik AB,Utilities,Small Cap
SJR-B.ST,SJR in Scandinavia AB (publ),Industrials,Nano Cap
SKA-B.ST,Skanska AB (publ),Industrials,Large Cap
SKF-A.ST,SKF AB Class A,Industrials,Large Cap
SKF-B.ST,AB SKF (publ),Industrials,Large Cap
SKIS-B.ST,SkiStar AB (publ),Consumer Discretionary,Small Cap
SKMO.ST,Skåne-mollan AB (publ),Consumer Staples,Micro Cap
SKOLON.ST,Skolon AB,Information Technology,Small Cap
SLEEP.ST,Sleep Cycle AB,Information Technology,Micro Cap
SLITE.ST,Slitevind AB,Utilities,Micro Cap
SLP-B.ST,Swedish Logistic Property AB Class B,Industrials,Mid Cap
SMCRT.ST,SmartCraft Group AB (publ),Information Technology,Mid Cap
SMOPO.ST,Smartoptics Group ASA,Information Technology,Mid Cap
SNIO.ST,Stolt-Nielsen Limited,Industrials,Large Cap
SNX.ST,Premium Snacks Nordic AB,Consumer Staples,Micro Cap
SOBI.ST,Swedish Orphan Biovitrum AB,Health Care,Mid Cap
SODER.ST,Soder Sportfiske AB,Consumer Discretionary,Micro Cap
SOF-B.ST,Softronic AB,Information Technology,Micro Cap
SOFFO.ST,Solstad Offshore ASA,Industrials,Mid Cap
SOLNA.ST,Solnaberg Property AB (publ),Real Estate,Micro Cap
SOLT.ST,SolTech Energy Sweden AB (publ),Information Technology,Micro Cap
SOMAO.ST,Solstad Maritime ASA,Industrials,Large Cap
SONE.ST,Sonetel AB,Communication Services,Nano Cap
SPAGO-BTA.ST,Spago Nanomedical AB TEMP,Health Care,Nano Cap
SPAGO.ST,Spago Nanomedical AB (publ),Health Care,Nano Cap
SPEC.ST,SpectraCure AB (publ),Health Care,Micro Cap
SPEONE.ST,SpectrumOne AB,Information Technology,Nano Cap
SPIFF.ST,Spiffbet AB,Communication Services,Nano Cap
SPOTR.ST,Spotr Group AB,Information Technology,Nano Cap
SPRINT.ST,Sprint Bioscience AB,Health Care,Nano Cap
SRNKE-B.ST,Serneke Group AB (publ),Industrials,Micro Cap
SSAB-A.ST,SSAB AB (publ),Materials,Mid Cap
SSAB-B.ST,SSAB AB (publ),Materials,Mid Cap
STABL.ST,Stayble Therapeutics AB (publ),Health Care,Nano Cap
STAR-A.ST,Starbreeze AB,Communication Services,Micro Cap
STAR-B.ST,Starbreeze AB,Communication Services,Micro Cap
STBO.ST,Storebrand ASA,Financials,Large Cap
STEF-B.ST,Stendorren Fastigheter AB (publ),Real Estate,Small Cap
STIL.ST,Stille AB,Health Care,Micro Cap
STOR-B.ST,Storskogen Group AB Class B,Financials,Large Cap
STORY-B.ST,Storytel AB,Communication Services,Small Cap
STRAX.ST,Strax AB (publ),Information Technology,Micro Cap
STRLNG.ST,Swedish Stirling AB (publ),Industrials,Micro Cap
STROO.ST,StrongPoint ASA,Information Technology,Micro Cap
STUDBO.ST,Studentbostader i Norden AB (publ),Industrials,Micro Cap
STW.ST,SeaTwirl AB (publ),Industrials,Nano Cap
STWK.ST,Stockwik Forvaltning AB (publ),Financials,Micro Cap
SUBCO.ST,Subsea 7 S.A.,Industrials,Large Cap
SUBGEN.ST,Subgen AI AB,Health Care,Micro Cap
SUMMAS.ST,Summa Defence Plc Class A,Consumer Discretionary,Micro Cap
SUS.ST,Surgical Science Sweden AB (publ),Health Care,Small Cap
SVEAF.ST,Sveafastigheter AB,Financials,Mid Cap
SVED-B.ST,Svedbergs i Dalstorp AB (publ),Industrials,Micro Cap
SVIK.ST,Studsvik AB (publ),Industrials,Micro Cap
SVOL-A.ST,Svolder AB (publ),Financials,Small Cap
SVOL-B.ST,Svolder AB (publ),Financials,Small Cap
SWEC-A.ST,Sweco AB (publ),Industrials,Mid Cap
SWEC-B.ST,Sweco AB (publ),Industrials,Mid Cap
SWED-A.ST,Swedbank AB (publ),Financials,Large Cap
SWMA.ST,Swedish Match AB (publ),Consumer Staples,Large Cap
SWONO.ST,SoftwareOne Holding Ltd.,Industrials,Large Cap
SYNACT.ST,SynAct Pharma AB,Health Care,Small Cap
SYNSAM.ST,Synsam AB,Consumer Discretionary,Mid Cap
SYSR.ST,Systemair AB (publ),Industrials,Small Cap
TAGM-B.ST,TagMaster AB (publ),Information Technology,Small Cap
TALK.ST,TalkPool AG,Industrials,Micro Cap
TANGEN-B.ST,Tangen Industrikapital AB Class B,Financials,Mid Cap
TANGI.ST,Tangiamo Touch Technology AB (publ),Consumer Discretionary,Nano Cap
TCT.ST,TC TECH Sweden AB (publ),Industrials,Nano Cap
TEL2-A.ST,Tele2 AB (publ),Communication Services,Mid Cap
TEL2-B.ST,Tele2 AB (publ),Communication Services,Mid Cap
TELIA.ST,Telia Company AB (publ),Communication Services,Large Cap
TELLUS.ST,Tellusgruppen AB (publ),Consumer Staples,Nano Cap
TELO.ST,Telenor ASA,Communication Services,Large Cap
TENEO.ST,Teneo AI AB Class B,Information Technology,Nano Cap
TEQ.ST,Teqnion AB (publ),Industrials,Micro Cap
TERNOR.ST,Terranor Group AB,Industrials,Small Cap
TERRNT-B.ST,TerraNet Holding AB (publ),Information Technology,Micro Cap
TFBANK.ST,TF Bank AB (publ),Financials,Small Cap
TGSO.ST,TGS ASA,Information Technology,Large Cap
THULE.ST,Thule Group AB (publ),Consumer Discretionary,Mid Cap
THUNDR.ST,Thunderful Group AB,Communication Services,Small Cap
TIETOS.ST,Tieto Corporation,Information Technology,Large Cap
TINGS-A.ST,Tingsvalvet Fastighets AB Class A,Financials,Micro Cap
TINGS-B.ST,Tingsvalvet Fastighets AB Class B,Financials,Micro Cap
TITA-B.ST,Titania Holding AB Class B,Consumer Discretionary,Small Cap
TOBII.ST,Tobii AB (publ),Information Technology,Small Cap
TOL.ST,Toleranzia AB,Health Care,Nano Cap
TOMO.ST,TOMRA Systems ASA,Industrials,Large Cap
TORSAB.ST,Torslanda Property Investment AB (publ),Real Estate,Micro Cap
TOURN.ST,Tourn International AB (publ),Communication Services,Nano Cap
TRAC-B.ST,AB Traction,Financials,Small Cap
TRAD.ST,TradeDoubler AB (publ),Communication Services,Nano Cap
TRAIN-B.ST,Train Alliance AB (publ) Class B,Industrials,Small Cap
TRANS.ST,Transtema Group AB,Communication Services,Micro Cap
TREL-B.ST,Trelleborg AB Class B,Industrials,Mid Cap
TRG.ST,Transcendent Group AB (publ),Industrials,Nano Cap
TRIAN-B.ST,Fastighets AB Trianon (publ),Real Estate,Small Cap
TRIBO-B.ST,Triboron International AB (publ),Materials,Nano Cap
TRMEDO.ST,Thor Medical ASA,Industrials,Small Cap
TROAX.ST,Troax Group AB (publ),Industrials,Small Cap
TRUE-B.ST,Truecaller AB Class B,Information Technology,Mid Cap
TSEC.ST,Tempest Security AB (publ),Industrials,Nano Cap
UNIBAP.ST,Unibap AB (publ),Information Technology,Nano Cap
UPSALE.ST,Upsales Technology AB (publ),Information Technology,Micro Cap
URBIT.ST,Urb-it AB (publ),Information Technology,Micro Cap
USWE.ST,USWE Sports AB,Consumer Discretionary,Nano Cap
UTG.ST,Unlimited Travel Group UTG AB (publ),Consumer Discretionary,Nano Cap
VARO.ST,Var Energi ASA,Energy,Large Cap
VBG-B.ST,VBG Group AB (publ),Consumer Discretionary,Small Cap
VEFAB.ST,VEF AB,Financials,Small Cap
VEIO.ST,Veidekke ASA,Industrials,Large Cap
VENDO.ST,Vend Marketplaces ASA,Information Technology,Large Cap
VER.ST,Verve Group Media SE Class A,Information Technology,Mid Cap
VERT-B.ST,Vertiseit AB (publ),Information Technology,Nano Cap
VESTUM.ST,Vestum AB,Industrials,Mid Cap
VETT.ST,Vetted Assets AB (publ),Consumer Discretionary,Micro Cap
VH.ST,Vastra Hamnen Corporate Finance AB,Financials,Nano Cap
VICO.ST,Vicore Pharma Holding AB (publ),Health Care,Micro Cap
VIMAB.ST,VIMAB Group AB,Industrials,Micro Cap
VIMIAN.ST,Vimian Group AB,Health Care,Large Cap
VISC.ST,Gruvaktiebolaget Viscaria,Materials,Mid Cap
VIT-B.ST,Vitec Software Group AB (publ),Information Technology,Small Cap
VITR.ST,Vitrolife AB,Health Care,Mid Cap
VIVA.ST,Viva Wine Group AB,Consumer Staples,Mid Cap
VIVE.ST,Vivesto AB,Health Care,Nano Cap
VNV.ST,VNV Global AB (publ),Financials,Small Cap
VO2.ST,Vo2 Cap Holding AB,Industrials,Micro Cap
VOLAB.ST,Veg of Lund AB (publ),Consumer Staples,Nano Cap
VOLCAR-B.ST,Volvo Car AB Class B,Consumer Discretionary,Large Cap
VOLO-PREF.ST,Volati AB,Industrials,Small Cap
VOLO.ST,Volati AB,Industrials,Small Cap
VOLV-A.ST,AB Volvo (publ),Industrials,Large Cap
VOLV-B.ST,AB Volvo (publ),Industrials,Large Cap
VOWO.ST,Vow ASA,Industrials,Small Cap
VPLAY-A.ST,Viaplay Group AB Class A,Consumer Discretionary,Mid Cap
VPLAY-B.ST,Viaplay Group AB Class B,Consumer Discretionary,Mid Cap
VSSAB-B.ST,Viking Supply Ships AB (publ),Industrials,Nano Cap
VSURE.ST,Verisure Plc,Industrials,Large Cap
VUXEN.ST,Vuxen Group AB,Consumer Discretionary,Micro Cap
W5.ST,W5 Solutions AB,Industrials,Small Cap
WALL-B.ST,Wallenstam AB (publ),Real Estate,Mid Cap
WAWIO.ST,Wallenius Wilhelmsen ASA,Industrials,Large Cap
WAYS.ST,Waystream Holding AB (publ),Information Technology,Nano Cap
WBGR-B.ST,Wastbygg Gruppen AB (publ),Industrials,Small Cap
WESC.ST,WeSC AB (publ),Consumer Discretionary,Micro Cap
WIHL.ST,Wihlborgs Fastigheter AB,Real Estate,Mid Cap
WISE.ST,Wise Group AB (publ),Industrials,Nano Cap
WPAY.ST,Westpay AB,Information Technology,Nano Cap
WPTG-B.ST,White Pearl Technology Group AB,Information Technology,Micro Cap
WRV.ST,Webrock Ventures AB,Financials,Nano Cap
WSG.ST,WS WeSports Group AB,Consumer Discretionary,Small Cap
WTW-A.ST,Wall to Wall Group AB Class A,Industrials,Micro Cap
WWIO.ST,Wilh. Wilhelmsen Holding ASA Class A,Industrials,Large Cap
WYLD.ST,Wyld Networks AB,Information Technology,Nano Cap
XANO-B.ST,XANO Industri AB (publ),Industrials,Small Cap
XBRANE.ST,Xbrane Biopharma AB,Health Care,Small Cap
XINT.ST,Xintela AB (publ),Health Care,Nano Cap
XMR.ST,XMReality AB (publ),Information Technology,Nano Cap
XPC.ST,XP Chemistries AB,Industrials,Nano Cap
XSPRAY.ST,Xspray Pharma AB (publ),Health Care,Micro Cap
XVIVO.ST,Xvivo Perfusion AB,Health Care,Small Cap
YARO.ST,Yara International ASA,Materials,Large Cap
YAYTRD.ST,Ytrade Group AB (publ),Consumer Discretionary,Nano Cap
YIELD.ST,SaveLend Group AB,Financials,Nano Cap
YUBICO.ST,Yubico AB,Industrials,Mid Cap
ZAPLOX.ST,Zaplox AB,Information Technology,Nano Cap
ZAPO.ST,Zaptec ASA,Industrials,Mid Cap
ZETA.ST,ZetaDisplay AB (publ),Communication Services,Micro Cap
ZICC.ST,Ziccum AB,Health Care,Nano Cap
ZIGN.ST,ZignSec AB (publ),Industrials,Micro Cap
ZZ-B.ST,Zinzino Holding AB,Consumer Staples,Micro Cap
